location,date,new_cases,population
Albania,2020-03-15,33.0,2842318.0
Albania,2020-03-22,37.0,2842318.0
Albania,2020-03-29,116.0,2842318.0
Albania,2020-04-05,118.0,2842318.0
Albania,2020-04-12,112.0,2842318.0
Albania,2020-04-19,123.0,2842318.0
Albania,2020-04-26,139.0,2842318.0
Albania,2020-05-03,104.0,2842318.0
Albania,2020-05-10,68.0,2842318.0
Albania,2020-05-17,66.0,2842318.0
Albania,2020-05-24,65.0,2842318.0
Albania,2020-05-31,118.0,2842318.0
Albania,2020-06-07,113.0,2842318.0
Albania,2020-06-14,204.0,2842318.0
Albania,2020-06-21,422.0,2842318.0
Albania,2020-06-28,431.0,2842318.0
Albania,2020-07-05,483.0,2842318.0
Albania,2020-07-12,526.0,2842318.0
Albania,2020-07-19,628.0,2842318.0
Albania,2020-07-26,664.0,2842318.0
Albania,2020-08-02,706.0,2842318.0
Albania,2020-08-09,875.0,2842318.0
Albania,2020-08-16,966.0,2842318.0
Albania,2020-08-23,1002.0,2842318.0
Albania,2020-08-30,1076.0,2842318.0
Albania,2020-09-06,772.0,2842318.0
Albania,2020-09-13,1054.0,2842318.0
Albania,2020-09-20,1052.0,2842318.0
Albania,2020-09-27,972.0,2842318.0
Albania,2020-10-04,920.0,2842318.0
Albania,2020-10-11,1101.0,2842318.0
Albania,2020-10-18,1435.0,2842318.0
Albania,2020-10-25,2055.0,2842318.0
Albania,2020-11-01,2078.0,2842318.0
Albania,2020-11-08,2576.0,2842318.0
Albania,2020-11-15,3491.0,2842318.0
Albania,2020-11-22,4758.0,2842318.0
Albania,2020-11-29,4786.0,2842318.0
Albania,2020-12-06,5057.0,2842318.0
Albania,2020-12-13,5561.0,2842318.0
Albania,2020-12-20,5141.0,2842318.0
Albania,2020-12-27,3376.0,2842318.0
Albania,2021-01-03,3343.0,2842318.0
Albania,2021-01-10,3655.0,2842318.0
Albania,2021-01-17,4257.0,2842318.0
Albania,2021-01-24,4020.0,2842318.0
Albania,2021-01-31,5695.0,2842318.0
Albania,2021-02-07,6732.0,2842318.0
Albania,2021-02-14,7753.0,2842318.0
Albania,2021-02-21,7074.0,2842318.0
Albania,2021-02-28,7320.0,2842318.0
Albania,2021-03-07,6072.0,2842318.0
Albania,2021-03-14,4822.0,2842318.0
Albania,2021-03-21,3899.0,2842318.0
Albania,2021-03-28,3194.0,2842318.0
Albania,2021-04-04,2626.0,2842318.0
Albania,2021-04-11,1953.0,2842318.0
Albania,2021-04-18,1512.0,2842318.0
Albania,2021-04-25,963.0,2842318.0
Albania,2021-05-02,815.0,2842318.0
Albania,2021-05-09,492.0,2842318.0
Albania,2021-05-16,362.0,2842318.0
Albania,2021-05-23,214.0,2842318.0
Albania,2021-05-30,132.0,2842318.0
Albania,2021-06-06,87.0,2842318.0
Albania,2021-06-13,65.0,2842318.0
Albania,2021-06-20,47.0,2842318.0
Albania,2021-06-27,22.0,2842318.0
Albania,2021-07-04,20.0,2842318.0
Albania,2021-07-11,54.0,2842318.0
Albania,2021-07-18,67.0,2842318.0
Albania,2021-07-25,181.0,2842318.0
Albania,2021-08-01,208.0,2842318.0
Albania,2021-08-08,555.0,2842318.0
Albania,2021-08-15,1549.0,2842318.0
Albania,2021-08-22,2992.0,2842318.0
Albania,2021-08-29,5042.0,2842318.0
Albania,2021-09-05,5943.0,2842318.0
Albania,2021-09-12,6176.0,2842318.0
Albania,2021-09-19,6031.0,2842318.0
Albania,2021-09-26,5366.0,2842318.0
Albania,2021-10-03,4088.0,2842318.0
Albania,2021-10-10,3390.0,2842318.0
Albania,2021-10-17,2940.0,2842318.0
Albania,2021-10-24,3515.0,2842318.0
Albania,2021-10-31,3717.0,2842318.0
Albania,2021-11-07,3654.0,2842318.0
Albania,2021-11-14,4019.0,2842318.0
Albania,2021-11-21,3510.0,2842318.0
Albania,2021-11-28,3209.0,2842318.0
Albania,2021-12-05,2313.0,2842318.0
Albania,2021-12-12,2170.0,2842318.0
Albania,2021-12-19,2009.0,2842318.0
Albania,2021-12-26,1997.0,2842318.0
Albania,2022-01-02,3003.0,2842318.0
Albania,2022-01-09,6462.0,2842318.0
Albania,2022-01-16,12091.0,2842318.0
Albania,2022-01-23,15405.0,2842318.0
Albania,2022-01-30,11559.0,2842318.0
Albania,2022-02-06,7431.0,2842318.0
Albania,2022-02-13,4379.0,2842318.0
Albania,2022-02-20,2353.0,2842318.0
Albania,2022-02-27,1410.0,2842318.0
Albania,2022-03-06,716.0,2842318.0
Albania,2022-03-13,522.0,2842318.0
Albania,2022-03-20,409.0,2842318.0
Albania,2022-03-27,357.0,2842318.0
Albania,2022-04-03,441.0,2842318.0
Albania,2022-04-10,349.0,2842318.0
Albania,2022-04-17,268.0,2842318.0
Albania,2022-04-24,309.0,2842318.0
Albania,2022-05-01,317.0,2842318.0
Albania,2022-05-08,264.0,2842318.0
Albania,2022-05-15,219.0,2842318.0
Albania,2022-05-22,289.0,2842318.0
Albania,2022-05-29,238.0,2842318.0
Albania,2022-06-05,262.0,2842318.0
Albania,2022-06-12,309.0,2842318.0
Albania,2022-06-19,443.0,2842318.0
Albania,2022-06-26,1185.0,2842318.0
Albania,2022-07-03,2640.0,2842318.0
Albania,2022-07-10,4880.0,2842318.0
Albania,2022-07-17,6725.0,2842318.0
Albania,2022-07-24,8938.0,2842318.0
Albania,2022-07-31,7884.0,2842318.0
Albania,2022-08-07,6059.0,2842318.0
Albania,2022-08-14,4749.0,2842318.0
Albania,2022-08-21,3511.0,2842318.0
Albania,2022-08-28,3218.0,2842318.0
Albania,2022-09-04,1901.0,2842318.0
Albania,2022-09-11,980.0,2842318.0
Albania,2022-09-18,617.0,2842318.0
Albania,2022-09-25,449.0,2842318.0
Albania,2022-10-02,313.0,2842318.0
Albania,2022-10-09,222.0,2842318.0
Albania,2022-10-16,155.0,2842318.0
Albania,2022-10-23,141.0,2842318.0
Albania,2022-10-30,152.0,2842318.0
Albania,2022-11-06,155.0,2842318.0
Albania,2022-11-13,98.0,2842318.0
Albania,2022-11-20,121.0,2842318.0
Albania,2022-11-27,83.0,2842318.0
Albania,2022-12-04,75.0,2842318.0
Albania,2022-12-11,130.0,2842318.0
Albania,2022-12-18,131.0,2842318.0
Albania,2022-12-25,132.0,2842318.0
Albania,2023-01-01,124.0,2842318.0
Albania,2023-01-08,113.0,2842318.0
Albania,2023-01-15,157.0,2842318.0
Albania,2023-01-22,105.0,2842318.0
Albania,2023-01-29,50.0,2842318.0
Albania,2023-02-05,51.0,2842318.0
Albania,2023-02-12,51.0,2842318.0
Albania,2023-02-19,69.0,2842318.0
Albania,2023-02-26,93.0,2842318.0
Albania,2023-03-05,88.0,2842318.0
Albania,2023-03-12,80.0,2842318.0
Albania,2023-03-19,65.0,2842318.0
Albania,2023-03-26,83.0,2842318.0
Albania,2023-04-02,84.0,2842318.0
Albania,2023-04-09,109.0,2842318.0
Albania,2023-04-16,78.0,2842318.0
Albania,2023-04-23,20.0,2842318.0
Albania,2023-11-05,106.0,2842318.0
Albania,2023-11-12,74.0,2842318.0
Albania,2023-11-19,61.0,2842318.0
Albania,2023-11-26,77.0,2842318.0
Albania,2023-12-03,42.0,2842318.0
Albania,2023-12-10,56.0,2842318.0
Albania,2023-12-17,49.0,2842318.0
Albania,2023-12-24,41.0,2842318.0
Andorra,2020-03-08,1.0,79843.0
Andorra,2020-03-15,1.0,79843.0
Andorra,2020-03-22,131.0,79843.0
Andorra,2020-03-29,208.0,79843.0
Andorra,2020-04-05,125.0,79843.0
Andorra,2020-04-12,156.0,79843.0
Andorra,2020-04-19,82.0,79843.0
Andorra,2020-04-26,34.0,79843.0
Andorra,2020-05-03,9.0,79843.0
Andorra,2020-05-10,7.0,79843.0
Andorra,2020-05-17,7.0,79843.0
Andorra,2020-05-24,2.0,79843.0
Andorra,2020-05-31,1.0,79843.0
Andorra,2020-06-07,88.0,79843.0
Andorra,2020-06-14,1.0,79843.0
Andorra,2020-06-21,2.0,79843.0
Andorra,2020-07-19,25.0,79843.0
Andorra,2020-07-26,17.0,79843.0
Andorra,2020-08-02,33.0,79843.0
Andorra,2020-08-09,26.0,79843.0
Andorra,2020-08-16,41.0,79843.0
Andorra,2020-08-23,50.0,79843.0
Andorra,2020-08-30,77.0,79843.0
Andorra,2020-09-06,91.0,79843.0
Andorra,2020-09-13,129.0,79843.0
Andorra,2020-09-20,220.0,79843.0
Andorra,2020-09-27,272.0,79843.0
Andorra,2020-10-04,274.0,79843.0
Andorra,2020-10-11,586.0,79843.0
Andorra,2020-10-18,681.0,79843.0
Andorra,2020-10-25,661.0,79843.0
Andorra,2020-11-01,718.0,79843.0
Andorra,2020-11-08,563.0,79843.0
Andorra,2020-11-15,406.0,79843.0
Andorra,2020-11-22,482.0,79843.0
Andorra,2020-11-29,403.0,79843.0
Andorra,2020-12-06,395.0,79843.0
Andorra,2020-12-13,283.0,79843.0
Andorra,2020-12-20,272.0,79843.0
Andorra,2020-12-27,246.0,79843.0
Andorra,2021-01-03,360.0,79843.0
Andorra,2021-01-10,420.0,79843.0
Andorra,2021-01-17,452.0,79843.0
Andorra,2021-01-24,461.0,79843.0
Andorra,2021-01-31,386.0,79843.0
Andorra,2021-02-07,321.0,79843.0
Andorra,2021-02-14,257.0,79843.0
Andorra,2021-02-21,209.0,79843.0
Andorra,2021-02-28,177.0,79843.0
Andorra,2021-03-07,170.0,79843.0
Andorra,2021-03-14,209.0,79843.0
Andorra,2021-03-21,253.0,79843.0
Andorra,2021-03-28,328.0,79843.0
Andorra,2021-04-04,365.0,79843.0
Andorra,2021-04-11,323.0,79843.0
Andorra,2021-04-18,274.0,79843.0
Andorra,2021-04-25,253.0,79843.0
Andorra,2021-05-02,208.0,79843.0
Andorra,2021-05-09,174.0,79843.0
Andorra,2021-05-16,104.0,79843.0
Andorra,2021-05-23,99.0,79843.0
Andorra,2021-05-30,84.0,79843.0
Andorra,2021-06-06,65.0,79843.0
Andorra,2021-06-13,55.0,79843.0
Andorra,2021-06-20,29.0,79843.0
Andorra,2021-06-27,40.0,79843.0
Andorra,2021-07-04,36.0,79843.0
Andorra,2021-07-11,157.0,79843.0
Andorra,2021-07-18,198.0,79843.0
Andorra,2021-07-25,225.0,79843.0
Andorra,2021-08-01,180.0,79843.0
Andorra,2021-08-08,158.0,79843.0
Andorra,2021-08-15,88.0,79843.0
Andorra,2021-08-22,64.0,79843.0
Andorra,2021-08-29,37.0,79843.0
Andorra,2021-09-05,30.0,79843.0
Andorra,2021-09-12,28.0,79843.0
Andorra,2021-09-19,41.0,79843.0
Andorra,2021-09-26,43.0,79843.0
Andorra,2021-10-03,55.0,79843.0
Andorra,2021-10-10,69.0,79843.0
Andorra,2021-10-17,47.0,79843.0
Andorra,2021-10-24,66.0,79843.0
Andorra,2021-10-31,112.0,79843.0
Andorra,2021-11-07,102.0,79843.0
Andorra,2021-11-14,201.0,79843.0
Andorra,2021-11-21,267.0,79843.0
Andorra,2021-11-28,626.0,79843.0
Andorra,2021-12-05,1298.0,79843.0
Andorra,2021-12-12,1430.0,79843.0
Andorra,2021-12-19,1109.0,79843.0
Andorra,2021-12-26,1181.0,79843.0
Andorra,2022-01-02,2010.0,79843.0
Andorra,2022-01-09,2668.0,79843.0
Andorra,2022-01-16,3480.0,79843.0
Andorra,2022-01-23,3137.0,79843.0
Andorra,2022-01-30,2531.0,79843.0
Andorra,2022-02-06,1043.0,79843.0
Andorra,2022-02-13,541.0,79843.0
Andorra,2022-02-20,449.0,79843.0
Andorra,2022-02-27,410.0,79843.0
Andorra,2022-03-06,435.0,79843.0
Andorra,2022-03-13,360.0,79843.0
Andorra,2022-03-20,440.0,79843.0
Andorra,2022-03-27,479.0,79843.0
Andorra,2022-04-03,311.0,79843.0
Andorra,2022-04-10,304.0,79843.0
Andorra,2022-04-17,381.0,79843.0
Andorra,2022-04-24,304.0,79843.0
Andorra,2022-05-01,336.0,79843.0
Andorra,2022-05-08,368.0,79843.0
Andorra,2022-05-15,439.0,79843.0
Andorra,2022-05-22,416.0,79843.0
Andorra,2022-05-29,322.0,79843.0
Andorra,2022-06-05,173.0,79843.0
Andorra,2022-06-12,157.0,79843.0
Andorra,2022-06-19,225.0,79843.0
Andorra,2022-06-26,325.0,79843.0
Andorra,2022-07-03,403.0,79843.0
Andorra,2022-07-10,494.0,79843.0
Andorra,2022-07-17,390.0,79843.0
Andorra,2022-07-24,265.0,79843.0
Andorra,2022-07-31,182.0,79843.0
Andorra,2022-08-07,285.0,79843.0
Andorra,2022-08-14,106.0,79843.0
Andorra,2022-08-21,76.0,79843.0
Andorra,2022-08-28,52.0,79843.0
Andorra,2022-09-11,86.0,79843.0
Andorra,2022-09-18,34.0,79843.0
Andorra,2022-10-02,80.0,79843.0
Andorra,2022-10-09,48.0,79843.0
Andorra,2022-10-16,91.0,79843.0
Andorra,2022-10-23,83.0,79843.0
Andorra,2022-10-30,86.0,79843.0
Andorra,2022-11-06,53.0,79843.0
Andorra,2022-11-13,76.0,79843.0
Andorra,2022-11-20,160.0,79843.0
Andorra,2022-12-04,395.0,79843.0
Andorra,2022-12-11,227.0,79843.0
Andorra,2022-12-18,160.0,79843.0
Andorra,2022-12-25,80.0,79843.0
Andorra,2023-01-01,65.0,79843.0
Andorra,2023-01-08,30.0,79843.0
Andorra,2023-01-22,39.0,79843.0
Andorra,2023-01-29,19.0,79843.0
Andorra,2023-02-05,11.0,79843.0
Andorra,2023-02-12,10.0,79843.0
Andorra,2023-02-19,6.0,79843.0
Andorra,2023-02-26,9.0,79843.0
Andorra,2023-03-05,15.0,79843.0
Andorra,2023-03-12,8.0,79843.0
Andorra,2023-03-19,10.0,79843.0
Andorra,2023-03-26,9.0,79843.0
Andorra,2023-04-02,13.0,79843.0
Andorra,2023-04-09,9.0,79843.0
Andorra,2023-04-16,6.0,79843.0
Andorra,2023-04-30,29.0,79843.0
Andorra,2023-05-07,41.0,79843.0
Austria,2020-03-01,7.0,8939617.0
Austria,2020-03-08,68.0,8939617.0
Austria,2020-03-15,513.0,8939617.0
Austria,2020-03-22,544.0,8939617.0
Austria,2020-03-29,3814.0,8939617.0
Austria,2020-04-05,3753.0,8939617.0
Austria,2020-04-12,1942.0,8939617.0
Austria,2020-04-19,889.0,8939617.0
Austria,2020-04-26,450.0,8939617.0
Austria,2020-05-03,366.0,8939617.0
Austria,2020-05-10,259.0,8939617.0
Austria,2020-05-17,329.0,8939617.0
Austria,2020-05-24,249.0,8939617.0
Austria,2020-05-31,213.0,8939617.0
Austria,2020-06-07,208.0,8939617.0
Austria,2020-06-14,188.0,8939617.0
Austria,2020-06-21,227.0,8939617.0
Austria,2020-06-28,288.0,8939617.0
Austria,2020-07-05,565.0,8939617.0
Austria,2020-07-12,636.0,8939617.0
Austria,2020-07-19,758.0,8939617.0
Austria,2020-07-26,827.0,8939617.0
Austria,2020-08-02,876.0,8939617.0
Austria,2020-08-09,676.0,8939617.0
Austria,2020-08-16,1310.0,8939617.0
Austria,2020-08-23,1812.0,8939617.0
Austria,2020-08-30,1904.0,8939617.0
Austria,2020-09-06,2141.0,8939617.0
Austria,2020-09-13,3750.0,8939617.0
Austria,2020-09-20,4906.0,8939617.0
Austria,2020-09-27,4661.0,8939617.0
Austria,2020-10-04,5291.0,8939617.0
Austria,2020-10-11,7102.0,8939617.0
Austria,2020-10-18,9059.0,8939617.0
Austria,2020-10-25,15533.0,8939617.0
Austria,2020-11-01,27818.0,8939617.0
Austria,2020-11-08,42962.0,8939617.0
Austria,2020-11-15,49191.0,8939617.0
Austria,2020-11-22,42797.0,8939617.0
Austria,2020-11-29,32574.0,8939617.0
Austria,2020-12-06,24249.0,8939617.0
Austria,2020-12-13,18476.0,8939617.0
Austria,2020-12-20,17130.0,8939617.0
Austria,2020-12-27,13421.0,8939617.0
Austria,2021-01-03,14212.0,8939617.0
Austria,2021-01-10,15104.0,8939617.0
Austria,2021-01-17,11470.0,8939617.0
Austria,2021-01-24,10528.0,8939617.0
Austria,2021-01-31,9512.0,8939617.0
Austria,2021-02-07,9181.0,8939617.0
Austria,2021-02-14,9273.0,8939617.0
Austria,2021-02-21,11105.0,8939617.0
Austria,2021-02-28,13481.0,8939617.0
Austria,2021-03-07,15679.0,8939617.0
Austria,2021-03-14,17980.0,8939617.0
Austria,2021-03-21,20380.0,8939617.0
Austria,2021-03-28,21544.0,8939617.0
Austria,2021-04-04,21501.0,8939617.0
Austria,2021-04-11,18730.0,8939617.0
Austria,2021-04-18,16783.0,8939617.0
Austria,2021-04-25,15655.0,8939617.0
Austria,2021-05-02,13512.0,8939617.0
Austria,2021-05-09,9651.0,8939617.0
Austria,2021-05-16,6321.0,8939617.0
Austria,2021-05-23,4502.0,8939617.0
Austria,2021-05-30,3299.0,8939617.0
Austria,2021-06-06,2499.0,8939617.0
Austria,2021-06-13,2011.0,8939617.0
Austria,2021-06-20,1088.0,8939617.0
Austria,2021-06-27,765.0,8939617.0
Austria,2021-07-04,630.0,8939617.0
Austria,2021-07-11,895.0,8939617.0
Austria,2021-07-18,1940.0,8939617.0
Austria,2021-07-25,2481.0,8939617.0
Austria,2021-08-01,3134.0,8939617.0
Austria,2021-08-08,3433.0,8939617.0
Austria,2021-08-15,5269.0,8939617.0
Austria,2021-08-22,7609.0,8939617.0
Austria,2021-08-29,9095.0,8939617.0
Austria,2021-09-05,10736.0,8939617.0
Austria,2021-09-12,13822.0,8939617.0
Austria,2021-09-19,14233.0,8939617.0
Austria,2021-09-26,11737.0,8939617.0
Austria,2021-10-03,12441.0,8939617.0
Austria,2021-10-10,12820.0,8939617.0
Austria,2021-10-17,14078.0,8939617.0
Austria,2021-10-24,21646.0,8939617.0
Austria,2021-10-31,30465.0,8939617.0
Austria,2021-11-07,50720.0,8939617.0
Austria,2021-11-14,72220.0,8939617.0
Austria,2021-11-21,93928.0,8939617.0
Austria,2021-11-28,90679.0,8939617.0
Austria,2021-12-05,58797.0,8939617.0
Austria,2021-12-12,32187.0,8939617.0
Austria,2021-12-19,21481.0,8939617.0
Austria,2021-12-26,15114.0,8939617.0
Austria,2022-01-02,19925.0,8939617.0
Austria,2022-01-09,47142.0,8939617.0
Austria,2022-01-16,101269.0,8939617.0
Austria,2022-01-23,158635.0,8939617.0
Austria,2022-01-30,220484.0,8939617.0
Austria,2022-02-06,231714.0,8939617.0
Austria,2022-02-13,223088.0,8939617.0
Austria,2022-02-20,200933.0,8939617.0
Austria,2022-02-27,185138.0,8939617.0
Austria,2022-03-06,206248.0,8939617.0
Austria,2022-03-13,281597.0,8939617.0
Austria,2022-03-20,319108.0,8939617.0
Austria,2022-03-27,270232.0,8939617.0
Austria,2022-04-03,172589.0,8939617.0
Austria,2022-04-10,103990.0,8939617.0
Austria,2022-04-17,68173.0,8939617.0
Austria,2022-04-24,52197.0,8939617.0
Austria,2022-05-01,41690.0,8939617.0
Austria,2022-05-08,37988.0,8939617.0
Austria,2022-05-15,31290.0,8939617.0
Austria,2022-05-22,22565.0,8939617.0
Austria,2022-05-29,15151.0,8939617.0
Austria,2022-06-05,18678.0,8939617.0
Austria,2022-06-12,23968.0,8939617.0
Austria,2022-06-19,35416.0,8939617.0
Austria,2022-06-26,58037.0,8939617.0
Austria,2022-07-03,68562.0,8939617.0
Austria,2022-07-10,74223.0,8939617.0
Austria,2022-07-17,80557.0,8939617.0
Austria,2022-07-24,82554.0,8939617.0
Austria,2022-07-31,60380.0,8939617.0
Austria,2022-08-07,44332.0,8939617.0
Austria,2022-08-14,39284.0,8939617.0
Austria,2022-08-21,37611.0,8939617.0
Austria,2022-08-28,34819.0,8939617.0
Austria,2022-09-04,30154.0,8939617.0
Austria,2022-09-11,28946.0,8939617.0
Austria,2022-09-18,33920.0,8939617.0
Austria,2022-09-25,47759.0,8939617.0
Austria,2022-10-02,77655.0,8939617.0
Austria,2022-10-09,96821.0,8939617.0
Austria,2022-10-16,90835.0,8939617.0
Austria,2022-10-23,64550.0,8939617.0
Austria,2022-10-30,39248.0,8939617.0
Austria,2022-11-06,30833.0,8939617.0
Austria,2022-11-13,25591.0,8939617.0
Austria,2022-11-20,26519.0,8939617.0
Austria,2022-11-27,29327.0,8939617.0
Austria,2022-12-04,33020.0,8939617.0
Austria,2022-12-11,31822.0,8939617.0
Austria,2022-12-18,36251.0,8939617.0
Austria,2022-12-25,33439.0,8939617.0
Austria,2023-01-01,26728.0,8939617.0
Austria,2023-01-08,19106.0,8939617.0
Austria,2023-01-15,16350.0,8939617.0
Austria,2023-01-22,13499.0,8939617.0
Austria,2023-01-29,18243.0,8939617.0
Austria,2023-02-05,26105.0,8939617.0
Austria,2023-02-12,27763.0,8939617.0
Austria,2023-02-19,33324.0,8939617.0
Austria,2023-02-26,37763.0,8939617.0
Austria,2023-03-05,39473.0,8939617.0
Austria,2023-03-12,34418.0,8939617.0
Austria,2023-03-19,28347.0,8939617.0
Austria,2023-03-26,22317.0,8939617.0
Austria,2023-04-02,14310.0,8939617.0
Austria,2023-04-09,9089.0,8939617.0
Austria,2023-04-16,7508.0,8939617.0
Austria,2023-04-23,6676.0,8939617.0
Austria,2023-04-30,5463.0,8939617.0
Austria,2023-05-07,4026.0,8939617.0
Austria,2023-05-14,3061.0,8939617.0
Austria,2023-05-21,2145.0,8939617.0
Austria,2023-05-28,2345.0,8939617.0
Austria,2023-06-04,1468.0,8939617.0
Austria,2023-06-11,1018.0,8939617.0
Austria,2023-06-18,1057.0,8939617.0
Austria,2023-06-25,828.0,8939617.0
Austria,2023-07-02,512.0,8939617.0
Austria,2023-11-05,63.0,8939617.0
Austria,2023-11-12,87.0,8939617.0
Austria,2023-11-19,76.0,8939617.0
Austria,2023-11-26,104.0,8939617.0
Austria,2023-12-03,131.0,8939617.0
Austria,2023-12-10,102.0,8939617.0
Austria,2023-12-17,148.0,8939617.0
Austria,2023-12-24,126.0,8939617.0
Austria,2023-12-31,46.0,8939617.0
Belarus,2020-03-01,1.0,9534956.0
Belarus,2020-03-08,5.0,9534956.0
Belarus,2020-03-15,15.0,9534956.0
Belarus,2020-03-22,55.0,9534956.0
Belarus,2020-03-29,18.0,9534956.0
Belarus,2020-04-05,346.0,9534956.0
Belarus,2020-04-12,1786.0,9534956.0
Belarus,2020-04-19,3063.0,9534956.0
Belarus,2020-04-26,4301.0,9534956.0
Belarus,2020-05-03,6238.0,9534956.0
Belarus,2020-05-10,7145.0,9534956.0
Belarus,2020-05-17,5708.0,9534956.0
Belarus,2020-05-24,6563.0,9534956.0
Belarus,2020-05-31,6414.0,9534956.0
Belarus,2020-06-07,5210.0,9534956.0
Belarus,2020-06-14,6373.0,9534956.0
Belarus,2020-06-21,4695.0,9534956.0
Belarus,2020-06-28,3159.0,9534956.0
Belarus,2020-07-05,2175.0,9534956.0
Belarus,2020-07-12,1494.0,9534956.0
Belarus,2020-07-19,1189.0,9534956.0
Belarus,2020-07-26,1049.0,9534956.0
Belarus,2020-08-02,944.0,9534956.0
Belarus,2020-08-09,792.0,9534956.0
Belarus,2020-08-16,686.0,9534956.0
Belarus,2020-08-23,861.0,9534956.0
Belarus,2020-08-30,1238.0,9534956.0
Belarus,2020-09-06,1140.0,9534956.0
Belarus,2020-09-13,1312.0,9534956.0
Belarus,2020-09-20,1486.0,9534956.0
Belarus,2020-09-27,1828.0,9534956.0
Belarus,2020-10-04,2563.0,9534956.0
Belarus,2020-10-11,3171.0,9534956.0
Belarus,2020-10-18,4040.0,9534956.0
Belarus,2020-10-25,4104.0,9534956.0
Belarus,2020-11-01,8292.0,9534956.0
Belarus,2020-11-08,5824.0,9534956.0
Belarus,2020-11-15,7587.0,9534956.0
Belarus,2020-11-22,9565.0,9534956.0
Belarus,2020-11-29,10889.0,9534956.0
Belarus,2020-12-06,11955.0,9534956.0
Belarus,2020-12-13,13055.0,9534956.0
Belarus,2020-12-20,13245.0,9534956.0
Belarus,2020-12-27,13343.0,9534956.0
Belarus,2021-01-03,13203.0,9534956.0
Belarus,2021-01-10,12243.0,9534956.0
Belarus,2021-01-17,13169.0,9534956.0
Belarus,2021-01-24,12322.0,9534956.0
Belarus,2021-01-31,10711.0,9534956.0
Belarus,2021-02-07,10389.0,9534956.0
Belarus,2021-02-14,10070.0,9534956.0
Belarus,2021-02-21,9961.0,9534956.0
Belarus,2021-02-28,8969.0,9534956.0
Belarus,2021-03-07,8473.0,9534956.0
Belarus,2021-03-14,6896.0,9534956.0
Belarus,2021-03-21,7965.0,9534956.0
Belarus,2021-03-28,8338.0,9534956.0
Belarus,2021-04-04,8434.0,9534956.0
Belarus,2021-04-11,8798.0,9534956.0
Belarus,2021-04-18,8060.0,9534956.0
Belarus,2021-04-25,8751.0,9534956.0
Belarus,2021-05-02,8308.0,9534956.0
Belarus,2021-05-09,7692.0,9534956.0
Belarus,2021-05-16,7040.0,9534956.0
Belarus,2021-05-23,10059.0,9534956.0
Belarus,2021-05-30,6864.0,9534956.0
Belarus,2021-06-06,7272.0,9534956.0
Belarus,2021-06-13,5831.0,9534956.0
Belarus,2021-06-20,5356.0,9534956.0
Belarus,2021-06-27,4634.0,9534956.0
Belarus,2021-07-04,5676.0,9534956.0
Belarus,2021-07-11,6480.0,9534956.0
Belarus,2021-07-18,6523.0,9534956.0
Belarus,2021-07-25,6419.0,9534956.0
Belarus,2021-08-01,6212.0,9534956.0
Belarus,2021-08-08,6913.0,9534956.0
Belarus,2021-08-15,7045.0,9534956.0
Belarus,2021-08-22,8417.0,9534956.0
Belarus,2021-08-29,9486.0,9534956.0
Belarus,2021-09-05,11062.0,9534956.0
Belarus,2021-09-12,12203.0,9534956.0
Belarus,2021-09-19,13280.0,9534956.0
Belarus,2021-09-26,13783.0,9534956.0
Belarus,2021-10-03,13749.0,9534956.0
Belarus,2021-10-10,13815.0,9534956.0
Belarus,2021-10-17,14213.0,9534956.0
Belarus,2021-10-24,14184.0,9534956.0
Belarus,2021-10-31,13942.0,9534956.0
Belarus,2021-11-07,13883.0,9534956.0
Belarus,2021-11-14,13577.0,9534956.0
Belarus,2021-11-21,12810.0,9534956.0
Belarus,2021-11-28,11766.0,9534956.0
Belarus,2021-12-05,11888.0,9534956.0
Belarus,2021-12-12,11213.0,9534956.0
Belarus,2021-12-19,9903.0,9534956.0
Belarus,2021-12-26,9429.0,9534956.0
Belarus,2022-01-02,7820.0,9534956.0
Belarus,2022-01-09,7293.0,9534956.0
Belarus,2022-01-16,6581.0,9534956.0
Belarus,2022-01-23,10608.0,9534956.0
Belarus,2022-01-30,13698.0,9534956.0
Belarus,2022-02-06,30475.0,9534956.0
Belarus,2022-02-13,53969.0,9534956.0
Belarus,2022-02-20,52889.0,9534956.0
Belarus,2022-02-27,37399.0,9534956.0
Belarus,2022-03-06,16007.0,9534956.0
Belarus,2022-03-13,10174.0,9534956.0
Belarus,2022-03-20,10480.0,9534956.0
Belarus,2022-03-27,8498.0,9534956.0
Belarus,2022-04-03,6185.0,9534956.0
Belarus,2022-04-10,4939.0,9534956.0
Belarus,2022-04-17,4430.0,9534956.0
Belarus,2022-04-24,3388.0,9534956.0
Belarus,2022-05-01,2911.0,9534956.0
Belarus,2022-05-08,1986.0,9534956.0
Belarus,2022-05-15,536.0,9534956.0
Belarus,2022-07-03,11170.0,9534956.0
Belgium,2020-02-09,1.0,11655923.0
Belgium,2020-03-08,315.0,11655923.0
Belgium,2020-03-15,1046.0,11655923.0
Belgium,2020-03-22,3111.0,11655923.0
Belgium,2020-03-29,7558.0,11655923.0
Belgium,2020-04-05,9634.0,11655923.0
Belgium,2020-04-12,11209.0,11655923.0
Belgium,2020-04-19,8351.0,11655923.0
Belgium,2020-04-26,6275.0,11655923.0
Belgium,2020-05-03,3262.0,11655923.0
Belgium,2020-05-10,3119.0,11655923.0
Belgium,2020-05-17,2201.0,11655923.0
Belgium,2020-05-24,1540.0,11655923.0
